barID,Name,Beer,Price
249,The Fuzzy  Noodle ,Stella Artois,4.0
249,The Fuzzy  Noodle ,Miller High Life,4.0
249,The Fuzzy  Noodle ,Keystone Light,4.0
250,Amazing Bongo Pub,Heineken,3
250,Amazing Bongo Pub,Busch,3.5
250,Amazing Bongo Pub,Natural Light,3.5
250,Amazing Bongo Pub,Modelo especial,3.5
250,Amazing Bongo Pub,Michelob Ultra,3.5
250,Amazing Bongo Pub,Miller Lite,3.5
250,Amazing Bongo Pub,Budweiser,3.5
250,Amazing Bongo Pub,Coors Light,4.0
250,Amazing Bongo Pub,Bud Light,4.0
250,Amazing Bongo Pub,Breakfast Stout,4.0
251,The Ignorant Cake Bar,Heineken,3
251,The Ignorant Cake Bar,Busch,3.5
251,The Ignorant Cake Bar,Natural Light,3.5
251,The Ignorant Cake Bar,Modelo especial,3.5
251,The Ignorant Cake Bar,Michelob Ultra,3.5
251,The Ignorant Cake Bar,Miller Lite,4.0
251,The Ignorant Cake Bar,Budweiser,4.0
251,The Ignorant Cake Bar,Coors Light,4.0
251,The Ignorant Cake Bar,Bud Light,4.0
251,The Ignorant Cake Bar,Breakfast Stout,4.0
252,Fuzzy  Pup ,Natural Ice,3
252,Fuzzy  Pup ,Pabst Blue Ribbon,3
252,Fuzzy  Pup ,Bud Ice,3.5
252,Fuzzy  Pup ,Stella Artois,3.5
252,Fuzzy  Pup ,Miller High Life,3.5
252,Fuzzy  Pup ,Keystone Light,4.0
252,Fuzzy  Pup ,Heineken,4.0
252,Fuzzy  Pup ,Busch,4.0
252,Fuzzy  Pup ,Natural Light,4.0
252,Fuzzy  Pup ,Modelo especial,4.0
253,The Black-And-White Trumpet Tavern,Heady Topper,3
253,The Black-And-White Trumpet Tavern,Very Hazy,3
253,The Black-And-White Trumpet Tavern,Guinness,3
253,The Black-And-White Trumpet Tavern,Mil's Best Ice,3.5
253,The Black-And-White Trumpet Tavern,Corona Light,3.5
253,The Black-And-White Trumpet Tavern,Icehouse,4.0
253,The Black-And-White Trumpet Tavern,Steel Reserve,4.0
253,The Black-And-White Trumpet Tavern,Coors Banquet,4.0
253,The Black-And-White Trumpet Tavern,Dos Equis,4.0
253,The Black-And-White Trumpet Tavern,Blue Moon,4.0
254,Knowing Badger Pub,Michelob Ultra,3
254,Knowing Badger Pub,Miller Lite,3
254,Knowing Badger Pub,Budweiser,3
254,Knowing Badger Pub,Coors Light,3.5
254,Knowing Badger Pub,Bud Light,3.5
254,Knowing Badger Pub,Breakfast Stout,3.5
254,Knowing Badger Pub,90 Minute IPA,4.0
254,Knowing Badger Pub,Sculpin IPA,4.0
254,Knowing Badger Pub,KBS,4.0
254,Knowing Badger Pub,60 Minute IPA,4.0
255,Pumped Garden Tavern,Busch,3
255,Pumped Garden Tavern,Natural Light,3
255,Pumped Garden Tavern,Modelo especial,3.5
255,Pumped Garden Tavern,Michelob Ultra,3.5
255,Pumped Garden Tavern,Miller Lite,3.5
255,Pumped Garden Tavern,Budweiser,3.5
255,Pumped Garden Tavern,Coors Light,4.0
255,Pumped Garden Tavern,Bud Light,4.0
255,Pumped Garden Tavern,Breakfast Stout,4.0
255,Pumped Garden Tavern,90 Minute IPA,4.0
256,The Present Apple Tavern,Keystone Light,3
256,The Present Apple Tavern,Heineken,3.5
256,The Present Apple Tavern,Busch,3.5
256,The Present Apple Tavern,Natural Light,3.5
256,The Present Apple Tavern,Modelo especial,3.5
256,The Present Apple Tavern,Michelob Ultra,4.0
256,The Present Apple Tavern,Miller Lite,4.0
256,The Present Apple Tavern,Budweiser,4.0
256,The Present Apple Tavern,Coors Light,4.0
256,The Present Apple Tavern,Bud Light,4.0
257,The Slow Pirate Pub,Miller Lite,3
257,The Slow Pirate Pub,Budweiser,3
257,The Slow Pirate Pub,Coors Light,3.5
257,The Slow Pirate Pub,Bud Light,4.0
257,The Slow Pirate Pub,Breakfast Stout,4.0
257,The Slow Pirate Pub,90 Minute IPA,4.0
257,The Slow Pirate Pub,Sculpin IPA,4.0
257,The Slow Pirate Pub,KBS,4.0
257,The Slow Pirate Pub,60 Minute IPA,4.0
257,The Slow Pirate Pub,Lagunitas Sucks,4.0
258,Boundless Adventurer ,Yuengling Lager,3
258,Boundless Adventurer ,Natural Ice,3
258,Boundless Adventurer ,Pabst Blue Ribbon,4.0
258,Boundless Adventurer ,Bud Ice,4.0
258,Boundless Adventurer ,Stella Artois,4.0
258,Boundless Adventurer ,Miller High Life,4.0
258,Boundless Adventurer ,Keystone Light,4.0
258,Boundless Adventurer ,Heineken,4.0
258,Boundless Adventurer ,Busch,4.0
258,Boundless Adventurer ,Natural Light,4.0
259,Best Captain Pub,Natural Light,3
259,Best Captain Pub,Modelo especial,3
259,Best Captain Pub,Michelob Ultra,3
259,Best Captain Pub,Miller Lite,3
259,Best Captain Pub,Budweiser,3
259,Best Captain Pub,Coors Light,3.5
259,Best Captain Pub,Bud Light,4.0
259,Best Captain Pub,Breakfast Stout,4.0
259,Best Captain Pub,90 Minute IPA,4.0
259,Best Captain Pub,Sculpin IPA,4.0
260,The Oceanic Tiger Inn,Corona Light,3
260,The Oceanic Tiger Inn,Icehouse,3
260,The Oceanic Tiger Inn,Steel Reserve,3
260,The Oceanic Tiger Inn,Coors Banquet,3.5
260,The Oceanic Tiger Inn,Dos Equis,3.5
260,The Oceanic Tiger Inn,Blue Moon,3.5
260,The Oceanic Tiger Inn,Yuengling Lager,3.5
260,The Oceanic Tiger Inn,Natural Ice,4.0
260,The Oceanic Tiger Inn,Pabst Blue Ribbon,4.0
260,The Oceanic Tiger Inn,Bud Ice,4.0
261,The Calculating Dog Tavern,Coors Light,3
261,The Calculating Dog Tavern,Bud Light,3
261,The Calculating Dog Tavern,Breakfast Stout,3.5
261,The Calculating Dog Tavern,90 Minute IPA,3.5
261,The Calculating Dog Tavern,Sculpin IPA,3.5
261,The Calculating Dog Tavern,KBS,3.5
261,The Calculating Dog Tavern,60 Minute IPA,3.5
261,The Calculating Dog Tavern,Lagunitas Sucks,3.5
261,The Calculating Dog Tavern,Arrogant Bastard Ale,4.0
261,The Calculating Dog Tavern,Centennial IPA,4.0
262,The Happy Wife Tavern,Dos Equis,3
262,The Happy Wife Tavern,Blue Moon,3
262,The Happy Wife Tavern,Yuengling Lager,3.5
262,The Happy Wife Tavern,Natural Ice,4.0
262,The Happy Wife Tavern,Pabst Blue Ribbon,4.0
262,The Happy Wife Tavern,Bud Ice,4.0
262,The Happy Wife Tavern,Stella Artois,4.0
262,The Happy Wife Tavern,Miller High Life,4.0
262,The Happy Wife Tavern,Keystone Light,4.0
262,The Happy Wife Tavern,Heineken,4.0
263,Uncovered Gorilla ,Corona Light,3
263,Uncovered Gorilla ,Icehouse,3
263,Uncovered Gorilla ,Steel Reserve,3
263,Uncovered Gorilla ,Coors Banquet,3.5
263,Uncovered Gorilla ,Dos Equis,3.5
263,Uncovered Gorilla ,Blue Moon,4.0
263,Uncovered Gorilla ,Yuengling Lager,4.0
263,Uncovered Gorilla ,Natural Ice,4.0
263,Uncovered Gorilla ,Pabst Blue Ribbon,4.0
263,Uncovered Gorilla ,Bud Ice,4.0
264,Didactic Toad Pub,Keystone Light,3
264,Didactic Toad Pub,Heineken,3
264,Didactic Toad Pub,Busch,3.5
264,Didactic Toad Pub,Natural Light,4.0
264,Didactic Toad Pub,Modelo especial,4.0
264,Didactic Toad Pub,Michelob Ultra,4.0
264,Didactic Toad Pub,Miller Lite,4.0
264,Didactic Toad Pub,Budweiser,4.0
264,Didactic Toad Pub,Coors Light,4.0
264,Didactic Toad Pub,Bud Light,4.0
265,Maddening Kitten Inn,Coors Light,3
265,Maddening Kitten Inn,Bud Light,3
265,Maddening Kitten Inn,Breakfast Stout,3.5
265,Maddening Kitten Inn,90 Minute IPA,3.5
265,Maddening Kitten Inn,Sculpin IPA,3.5
265,Maddening Kitten Inn,KBS,4.0
265,Maddening Kitten Inn,60 Minute IPA,4.0
265,Maddening Kitten Inn,Lagunitas Sucks,4.0
265,Maddening Kitten Inn,Arrogant Bastard Ale,4.0
265,Maddening Kitten Inn,Centennial IPA,4.0
266,The Tangy Planet Pub,Kentucky Brunch Brand Stout,3
266,The Tangy Planet Pub,Marshmallow Handjee,3
266,The Tangy Planet Pub,Barrel-Aged Abraxas,3
266,The Tangy Planet Pub,King Julius,3.5
266,The Tangy Planet Pub,Heady Topper,4.0
266,The Tangy Planet Pub,Very Hazy,4.0
266,The Tangy Planet Pub,Guinness,4.0
266,The Tangy Planet Pub,Mil's Best Ice,4.0
266,The Tangy Planet Pub,Corona Light,4.0
266,The Tangy Planet Pub,Icehouse,4.0
267,The Infamous Captain ,Bud Ice,3
267,The Infamous Captain ,Stella Artois,3
267,The Infamous Captain ,Miller High Life,3
267,The Infamous Captain ,Keystone Light,3
267,The Infamous Captain ,Heineken,3
267,The Infamous Captain ,Busch,3
267,The Infamous Captain ,Natural Light,3.5
267,The Infamous Captain ,Modelo especial,4.0
267,The Infamous Captain ,Michelob Ultra,4.0
267,The Infamous Captain ,Miller Lite,4.0
268,Disillusioned Badger Bar,Modelo especial,3
268,Disillusioned Badger Bar,Michelob Ultra,3
268,Disillusioned Badger Bar,Miller Lite,3
268,Disillusioned Badger Bar,Budweiser,3
268,Disillusioned Badger Bar,Coors Light,3.5
268,Disillusioned Badger Bar,Bud Light,3.5
268,Disillusioned Badger Bar,Breakfast Stout,3.5
268,Disillusioned Badger Bar,90 Minute IPA,3.5
268,Disillusioned Badger Bar,Sculpin IPA,4.0
268,Disillusioned Badger Bar,KBS,4.0
269,The Wonderful Elf Bar,Modelo especial,3
269,The Wonderful Elf Bar,Michelob Ultra,3
269,The Wonderful Elf Bar,Miller Lite,3.5
269,The Wonderful Elf Bar,Budweiser,3.5
269,The Wonderful Elf Bar,Coors Light,3.5
269,The Wonderful Elf Bar,Bud Light,3.5
269,The Wonderful Elf Bar,Breakfast Stout,3.5
269,The Wonderful Elf Bar,90 Minute IPA,3.5
269,The Wonderful Elf Bar,Sculpin IPA,4.0
269,The Wonderful Elf Bar,KBS,4.0
270,The Successful Pup Bar,Blue Moon,3
270,The Successful Pup Bar,Yuengling Lager,3
270,The Successful Pup Bar,Natural Ice,3.5
270,The Successful Pup Bar,Pabst Blue Ribbon,3.5
270,The Successful Pup Bar,Bud Ice,3.5
270,The Successful Pup Bar,Stella Artois,4.0
270,The Successful Pup Bar,Miller High Life,4.0
270,The Successful Pup Bar,Keystone Light,4.0
270,The Successful Pup Bar,Heineken,4.0
270,The Successful Pup Bar,Busch,4.0
271,The Many Gate Tavern,Dos Equis,3
271,The Many Gate Tavern,Blue Moon,3
271,The Many Gate Tavern,Yuengling Lager,3
271,The Many Gate Tavern,Natural Ice,3.5
271,The Many Gate Tavern,Pabst Blue Ribbon,3.5
271,The Many Gate Tavern,Bud Ice,3.5
271,The Many Gate Tavern,Stella Artois,4.0
271,The Many Gate Tavern,Miller High Life,4.0
271,The Many Gate Tavern,Keystone Light,4.0
271,The Many Gate Tavern,Heineken,4.0
272,Spotless Adventurer ,Steel Reserve,3
272,Spotless Adventurer ,Coors Banquet,3
272,Spotless Adventurer ,Dos Equis,3
272,Spotless Adventurer ,Blue Moon,3.5
272,Spotless Adventurer ,Yuengling Lager,3.5
272,Spotless Adventurer ,Natural Ice,3.5
272,Spotless Adventurer ,Pabst Blue Ribbon,4.0
272,Spotless Adventurer ,Bud Ice,4.0
272,Spotless Adventurer ,Stella Artois,4.0
272,Spotless Adventurer ,Miller High Life,4.0
273,The Brave Badger Inn,Bud Light,3
273,The Brave Badger Inn,Breakfast Stout,3
273,The Brave Badger Inn,90 Minute IPA,3
273,The Brave Badger Inn,Sculpin IPA,3.5
273,The Brave Badger Inn,KBS,3.5
273,The Brave Badger Inn,60 Minute IPA,3.5
273,The Brave Badger Inn,Lagunitas Sucks,3.5
273,The Brave Badger Inn,Arrogant Bastard Ale,3.5
273,The Brave Badger Inn,Centennial IPA,4.0
273,The Brave Badger Inn,Backwoods Bastard,4.0
274,Calm Banjo Pub,Budweiser,3
274,Calm Banjo Pub,Coors Light,3
274,Calm Banjo Pub,Bud Light,3
274,Calm Banjo Pub,Breakfast Stout,3
274,Calm Banjo Pub,90 Minute IPA,3.5
274,Calm Banjo Pub,Sculpin IPA,3.5
274,Calm Banjo Pub,KBS,4.0
274,Calm Banjo Pub,60 Minute IPA,4.0
274,Calm Banjo Pub,Lagunitas Sucks,4.0
274,Calm Banjo Pub,Arrogant Bastard Ale,4.0
275,The Alive Skull Tavern,Bud Ice,3
275,The Alive Skull Tavern,Stella Artois,3
275,The Alive Skull Tavern,Miller High Life,3
275,The Alive Skull Tavern,Keystone Light,3.5
275,The Alive Skull Tavern,Heineken,3.5
275,The Alive Skull Tavern,Busch,3.5
275,The Alive Skull Tavern,Natural Light,4.0
275,The Alive Skull Tavern,Modelo especial,4.0
275,The Alive Skull Tavern,Michelob Ultra,4.0
275,The Alive Skull Tavern,Miller Lite,4.0
276,Hilarious Fish Tavern,Heady Topper,3
276,Hilarious Fish Tavern,Very Hazy,3
276,Hilarious Fish Tavern,Guinness,3
276,Hilarious Fish Tavern,Mil's Best Ice,3
276,Hilarious Fish Tavern,Corona Light,3.5
276,Hilarious Fish Tavern,Icehouse,3.5
276,Hilarious Fish Tavern,Steel Reserve,3.5
276,Hilarious Fish Tavern,Coors Banquet,3.5
276,Hilarious Fish Tavern,Dos Equis,4.0
276,Hilarious Fish Tavern,Blue Moon,4.0
277,The Poor Apple Tavern,Stella Artois,3
277,The Poor Apple Tavern,Miller High Life,3
277,The Poor Apple Tavern,Keystone Light,3
277,The Poor Apple Tavern,Heineken,3
277,The Poor Apple Tavern,Busch,3
277,The Poor Apple Tavern,Natural Light,3.5
277,The Poor Apple Tavern,Modelo especial,3.5
277,The Poor Apple Tavern,Michelob Ultra,4.0
277,The Poor Apple Tavern,Miller Lite,4.0
277,The Poor Apple Tavern,Budweiser,4.0
278,Ragged Pear Bar,Miller Lite,3
278,Ragged Pear Bar,Budweiser,3
278,Ragged Pear Bar,Coors Light,3
278,Ragged Pear Bar,Bud Light,3
278,Ragged Pear Bar,Breakfast Stout,3
278,Ragged Pear Bar,90 Minute IPA,3
278,Ragged Pear Bar,Sculpin IPA,3.5
278,Ragged Pear Bar,KBS,3.5
278,Ragged Pear Bar,60 Minute IPA,3.5
278,Ragged Pear Bar,Lagunitas Sucks,3.5
279,Childlike Pikachu Tavern,Heady Topper,3
279,Childlike Pikachu Tavern,Very Hazy,3
279,Childlike Pikachu Tavern,Guinness,3
279,Childlike Pikachu Tavern,Mil's Best Ice,3
279,Childlike Pikachu Tavern,Corona Light,3.5
279,Childlike Pikachu Tavern,Icehouse,3.5
279,Childlike Pikachu Tavern,Steel Reserve,3.5
279,Childlike Pikachu Tavern,Coors Banquet,3.5
279,Childlike Pikachu Tavern,Dos Equis,4.0
279,Childlike Pikachu Tavern,Blue Moon,4.0
280,The Pleasant Armadillo ,Natural Ice,3
280,The Pleasant Armadillo ,Pabst Blue Ribbon,3
280,The Pleasant Armadillo ,Bud Ice,3.5
280,The Pleasant Armadillo ,Stella Artois,3.5
280,The Pleasant Armadillo ,Miller High Life,3.5
280,The Pleasant Armadillo ,Keystone Light,4.0
280,The Pleasant Armadillo ,Heineken,4.0
280,The Pleasant Armadillo ,Busch,4.0
280,The Pleasant Armadillo ,Natural Light,4.0
280,The Pleasant Armadillo ,Modelo especial,4.0
281,The Vast Bongo Bar,Steel Reserve,3.5
281,The Vast Bongo Bar,Coors Banquet,3.5
281,The Vast Bongo Bar,Dos Equis,3.5
281,The Vast Bongo Bar,Blue Moon,3.5
281,The Vast Bongo Bar,Yuengling Lager,3.5
281,The Vast Bongo Bar,Natural Ice,4.0
281,The Vast Bongo Bar,Pabst Blue Ribbon,4.0
281,The Vast Bongo Bar,Bud Ice,4.0
281,The Vast Bongo Bar,Stella Artois,4
281,The Vast Bongo Bar,Miller High Life,4
282,The Cheap Elf ,Budweiser,3.5
282,The Cheap Elf ,Coors Light,3.5
282,The Cheap Elf ,Bud Light,3.5
282,The Cheap Elf ,Breakfast Stout,4.0
282,The Cheap Elf ,90 Minute IPA,4.0
282,The Cheap Elf ,Sculpin IPA,4.0
282,The Cheap Elf ,KBS,4.0
282,The Cheap Elf ,60 Minute IPA,4
282,The Cheap Elf ,Lagunitas Sucks,4
282,The Cheap Elf ,Arrogant Bastard Ale,4
283,The Nostalgic Rose Inn,Coors Light,3.5
283,The Nostalgic Rose Inn,Bud Light,3.5
283,The Nostalgic Rose Inn,Breakfast Stout,4.0
283,The Nostalgic Rose Inn,90 Minute IPA,4.0
283,The Nostalgic Rose Inn,Sculpin IPA,4
283,The Nostalgic Rose Inn,KBS,4
283,The Nostalgic Rose Inn,60 Minute IPA,4
283,The Nostalgic Rose Inn,Lagunitas Sucks,4
283,The Nostalgic Rose Inn,Arrogant Bastard Ale,4
283,The Nostalgic Rose Inn,Centennial IPA,4
284,Lewd Armadillo Bar,Very Hazy,3.5
284,Lewd Armadillo Bar,Guinness,3.5
284,Lewd Armadillo Bar,Mil's Best Ice,4.0
284,Lewd Armadillo Bar,Corona Light,4
284,Lewd Armadillo Bar,Icehouse,4
284,Lewd Armadillo Bar,Steel Reserve,4
284,Lewd Armadillo Bar,Coors Banquet,4
284,Lewd Armadillo Bar,Dos Equis,4
284,Lewd Armadillo Bar,Blue Moon,4
284,Lewd Armadillo Bar,Yuengling Lager,4
285,The Humorous Crossbow Bar,Bud Light,3
285,The Humorous Crossbow Bar,Breakfast Stout,3
285,The Humorous Crossbow Bar,90 Minute IPA,3.5
285,The Humorous Crossbow Bar,Sculpin IPA,4.0
285,The Humorous Crossbow Bar,KBS,4
285,The Humorous Crossbow Bar,60 Minute IPA,4
285,The Humorous Crossbow Bar,Lagunitas Sucks,4
285,The Humorous Crossbow Bar,Arrogant Bastard Ale,4
285,The Humorous Crossbow Bar,Centennial IPA,4
285,The Humorous Crossbow Bar,Backwoods Bastard,4
286,Different Gate ,Coors Banquet,3
286,Different Gate ,Dos Equis,3
286,Different Gate ,Blue Moon,4.0
286,Different Gate ,Yuengling Lager,4.0
286,Different Gate ,Natural Ice,4
286,Different Gate ,Pabst Blue Ribbon,4
286,Different Gate ,Bud Ice,4
286,Different Gate ,Stella Artois,4
286,Different Gate ,Miller High Life,4
286,Different Gate ,Keystone Light,4
287,Average Lion ,Heineken,3
287,Average Lion ,Busch,3
287,Average Lion ,Natural Light,3
287,Average Lion ,Modelo especial,3
287,Average Lion ,Michelob Ultra,3.5
287,Average Lion ,Miller Lite,4.0
287,Average Lion ,Budweiser,4
287,Average Lion ,Coors Light,4
287,Average Lion ,Bud Light,4
287,Average Lion ,Breakfast Stout,4
288,The Gifted Cove Inn,Miller Lite,3
288,The Gifted Cove Inn,Budweiser,3
288,The Gifted Cove Inn,Coors Light,3
288,The Gifted Cove Inn,Bud Light,3
288,The Gifted Cove Inn,Breakfast Stout,3.5
288,The Gifted Cove Inn,90 Minute IPA,3.5
288,The Gifted Cove Inn,Sculpin IPA,3.5
288,The Gifted Cove Inn,KBS,4.0
288,The Gifted Cove Inn,60 Minute IPA,4.0
288,The Gifted Cove Inn,Lagunitas Sucks,4
289,The Ugly Garden Bar,Icehouse,3
289,The Ugly Garden Bar,Steel Reserve,3
289,The Ugly Garden Bar,Coors Banquet,3.5
289,The Ugly Garden Bar,Dos Equis,3.5
289,The Ugly Garden Bar,Blue Moon,3.5
289,The Ugly Garden Bar,Yuengling Lager,3.5
289,The Ugly Garden Bar,Natural Ice,4.0
289,The Ugly Garden Bar,Pabst Blue Ribbon,4.0
289,The Ugly Garden Bar,Bud Ice,4.0
289,The Ugly Garden Bar,Stella Artois,4
290,The Threatening Pear Inn,Pabst Blue Ribbon,3
290,The Threatening Pear Inn,Bud Ice,3
290,The Threatening Pear Inn,Stella Artois,3.5
290,The Threatening Pear Inn,Miller High Life,3.5
290,The Threatening Pear Inn,Keystone Light,3.5
290,The Threatening Pear Inn,Heineken,3.5
290,The Threatening Pear Inn,Busch,4.0
290,The Threatening Pear Inn,Natural Light,4.0
290,The Threatening Pear Inn,Modelo especial,4.0
290,The Threatening Pear Inn,Michelob Ultra,4.0
291,The Living Onion ,Bud Ice,3
291,The Living Onion ,Stella Artois,3.5
291,The Living Onion ,Miller High Life,3.5
291,The Living Onion ,Keystone Light,3.5
291,The Living Onion ,Heineken,4.0
291,The Living Onion ,Busch,4.0
291,The Living Onion ,Natural Light,4.0
291,The Living Onion ,Modelo especial,4.0
291,The Living Onion ,Michelob Ultra,4
291,The Living Onion ,Miller Lite,4
292,Resonant Garden Pub,Coors Banquet,3
292,Resonant Garden Pub,Dos Equis,3
292,Resonant Garden Pub,Blue Moon,3.5
292,Resonant Garden Pub,Yuengling Lager,3.5
292,Resonant Garden Pub,Natural Ice,4.0
292,Resonant Garden Pub,Pabst Blue Ribbon,4.0
292,Resonant Garden Pub,Bud Ice,4.0
292,Resonant Garden Pub,Stella Artois,4.0
292,Resonant Garden Pub,Miller High Life,4
292,Resonant Garden Pub,Keystone Light,4
293,Equable Mole Inn,Mil's Best Ice,3
293,Equable Mole Inn,Corona Light,3
293,Equable Mole Inn,Icehouse,3
293,Equable Mole Inn,Steel Reserve,4.0
293,Equable Mole Inn,Coors Banquet,4.0
293,Equable Mole Inn,Dos Equis,4.0
293,Equable Mole Inn,Blue Moon,4.0
293,Equable Mole Inn,Yuengling Lager,4
293,Equable Mole Inn,Natural Ice,4
293,Equable Mole Inn,Pabst Blue Ribbon,4
294,The Long-Term Husband Tavern,Modelo especial,3
294,The Long-Term Husband Tavern,Michelob Ultra,3
294,The Long-Term Husband Tavern,Miller Lite,3
294,The Long-Term Husband Tavern,Budweiser,3
294,The Long-Term Husband Tavern,Coors Light,3
294,The Long-Term Husband Tavern,Bud Light,4.0
294,The Long-Term Husband Tavern,Breakfast Stout,4.0
294,The Long-Term Husband Tavern,90 Minute IPA,4.0
294,The Long-Term Husband Tavern,Sculpin IPA,4
294,The Long-Term Husband Tavern,KBS,4
295,Piquant Onion Bar,Coors Banquet,3
295,Piquant Onion Bar,Dos Equis,3
295,Piquant Onion Bar,Blue Moon,3.5
295,Piquant Onion Bar,Yuengling Lager,3.5
295,Piquant Onion Bar,Natural Ice,3.5
295,Piquant Onion Bar,Pabst Blue Ribbon,3.5
295,Piquant Onion Bar,Bud Ice,4.0
295,Piquant Onion Bar,Stella Artois,4.0
295,Piquant Onion Bar,Miller High Life,4
295,Piquant Onion Bar,Keystone Light,4
296,Miscreant Gate Pub,Heady Topper,3
296,Miscreant Gate Pub,Very Hazy,3
296,Miscreant Gate Pub,Guinness,3
296,Miscreant Gate Pub,Mil's Best Ice,3.5
296,Miscreant Gate Pub,Corona Light,4.0
296,Miscreant Gate Pub,Icehouse,4.0
296,Miscreant Gate Pub,Steel Reserve,4.0
296,Miscreant Gate Pub,Coors Banquet,4
296,Miscreant Gate Pub,Dos Equis,4
296,Miscreant Gate Pub,Blue Moon,4
297,The Fluttering Lion Tavern,Coors Banquet,3
297,The Fluttering Lion Tavern,Dos Equis,3
297,The Fluttering Lion Tavern,Blue Moon,3
297,The Fluttering Lion Tavern,Yuengling Lager,4.0
297,The Fluttering Lion Tavern,Natural Ice,4.0
297,The Fluttering Lion Tavern,Pabst Blue Ribbon,4.0
297,The Fluttering Lion Tavern,Bud Ice,4.0
297,The Fluttering Lion Tavern,Stella Artois,4
297,The Fluttering Lion Tavern,Miller High Life,4
297,The Fluttering Lion Tavern,Keystone Light,4
298,Lavish Garden Pub,Pabst Blue Ribbon,3
298,Lavish Garden Pub,Bud Ice,3
298,Lavish Garden Pub,Stella Artois,3
298,Lavish Garden Pub,Miller High Life,3.5
298,Lavish Garden Pub,Keystone Light,4.0
298,Lavish Garden Pub,Heineken,4.0
298,Lavish Garden Pub,Busch,4
298,Lavish Garden Pub,Natural Light,4
298,Lavish Garden Pub,Modelo especial,4
298,Lavish Garden Pub,Michelob Ultra,4
299,Messy Guitar Inn,Yuengling Lager,3
299,Messy Guitar Inn,Natural Ice,3.5
299,Messy Guitar Inn,Pabst Blue Ribbon,3.5
299,Messy Guitar Inn,Bud Ice,3.5
299,Messy Guitar Inn,Stella Artois,4.0
299,Messy Guitar Inn,Miller High Life,4.0
299,Messy Guitar Inn,Keystone Light,4.0
299,Messy Guitar Inn,Heineken,4
299,Messy Guitar Inn,Busch,4
299,Messy Guitar Inn,Natural Light,4
300,Loose Trumpet ,Coors Light,3
300,Loose Trumpet ,Bud Light,3
300,Loose Trumpet ,Breakfast Stout,3.5
300,Loose Trumpet ,90 Minute IPA,3.5
300,Loose Trumpet ,Sculpin IPA,4.0
300,Loose Trumpet ,KBS,4.0
300,Loose Trumpet ,60 Minute IPA,4
300,Loose Trumpet ,Lagunitas Sucks,4
300,Loose Trumpet ,Arrogant Bastard Ale,4
300,Loose Trumpet ,Centennial IPA,4
301,The Placid Apple Bar,Natural Light,3
301,The Placid Apple Bar,Modelo especial,3
301,The Placid Apple Bar,Michelob Ultra,3.5
301,The Placid Apple Bar,Miller Lite,3.5
301,The Placid Apple Bar,Budweiser,4.0
301,The Placid Apple Bar,Coors Light,4.0
301,The Placid Apple Bar,Bud Light,4.0
301,The Placid Apple Bar,Breakfast Stout,4.0
301,The Placid Apple Bar,90 Minute IPA,4
301,The Placid Apple Bar,Sculpin IPA,4
302,The Warm Pirate Pub,Very Hazy,3
302,The Warm Pirate Pub,Guinness,3
302,The Warm Pirate Pub,Mil's Best Ice,3.5
302,The Warm Pirate Pub,Corona Light,3.5
302,The Warm Pirate Pub,Icehouse,4.0
302,The Warm Pirate Pub,Steel Reserve,4.0
302,The Warm Pirate Pub,Coors Banquet,4.0
302,The Warm Pirate Pub,Dos Equis,4.0
302,The Warm Pirate Pub,Blue Moon,4
302,The Warm Pirate Pub,Yuengling Lager,4
303,The Nervous Frog Bar,Blue Moon,3
303,The Nervous Frog Bar,Yuengling Lager,3
303,The Nervous Frog Bar,Natural Ice,3
303,The Nervous Frog Bar,Pabst Blue Ribbon,3.5
303,The Nervous Frog Bar,Bud Ice,3.5
303,The Nervous Frog Bar,Stella Artois,4.0
303,The Nervous Frog Bar,Miller High Life,4.0
303,The Nervous Frog Bar,Keystone Light,4.0
303,The Nervous Frog Bar,Heineken,4.0
303,The Nervous Frog Bar,Busch,4
304,Cute Cave Inn,Marshmallow Handjee,3
304,Cute Cave Inn,Barrel-Aged Abraxas,3
304,Cute Cave Inn,King Julius,3
304,Cute Cave Inn,Heady Topper,3.5
304,Cute Cave Inn,Very Hazy,3.5
304,Cute Cave Inn,Guinness,3.5
304,Cute Cave Inn,Mil's Best Ice,4.0
304,Cute Cave Inn,Corona Light,4.0
304,Cute Cave Inn,Icehouse,4.0
304,Cute Cave Inn,Steel Reserve,4.0
305,Rich Apple Bar,Heady Topper,3
305,Rich Apple Bar,Very Hazy,3
305,Rich Apple Bar,Guinness,3
305,Rich Apple Bar,Mil's Best Ice,3.5
305,Rich Apple Bar,Corona Light,3.5
305,Rich Apple Bar,Icehouse,4.0
305,Rich Apple Bar,Steel Reserve,4.0
305,Rich Apple Bar,Coors Banquet,4.0
305,Rich Apple Bar,Dos Equis,4
305,Rich Apple Bar,Blue Moon,4
306,Pleasant Frog ,Miller Lite,3
306,Pleasant Frog ,Budweiser,3
306,Pleasant Frog ,Coors Light,3
306,Pleasant Frog ,Bud Light,3.5
306,Pleasant Frog ,Breakfast Stout,3.5
306,Pleasant Frog ,90 Minute IPA,3.5
306,Pleasant Frog ,Sculpin IPA,4.0
306,Pleasant Frog ,KBS,4.0
306,Pleasant Frog ,60 Minute IPA,4.0
306,Pleasant Frog ,Lagunitas Sucks,4
307,Alcoholic Husband Tavern,Bud Ice,3
