barID,Name,State,Open Time,Closing Time,priceRange
537,The Stereotyped Planet Pub,Illinois,13,1,low
538,The Odd Adventurer Inn,South Dakota,14,1,medium
539,The Voiceless Pear Pub,Palau,13,2,medium
540,The Questionable Elf Tavern,Oregon,12,0,medium
541,Faithful Rose Pub,Connecticut,13,0,low
542,Discreet Gorilla Pub,Louisiana,12,2,low
543,The Seemly Rose ,Oklahoma,13,1,medium
544,The Efficient Crossbow Bar,Nebraska,13,2,medium
545,Overrated Planet Tavern,North Carolina,12,1,medium
546,Spotty Lion Tavern,Alabama,14,1,medium
547,The Obedient Moose Tavern,Massachusetts,14,0,medium
548,The Tasteful Captain Bar,North Dakota,13,1,medium
549,The Mountainous Gorilla ,Wyoming,14,1,low
550, Bongo ,Michigan,13,0,medium
551,Brown Fish Bar,Florida,12,2,medium
552,The Highfalutin Skull ,Colorado,14,1,medium
553,The Gaping Frog Bar,California,13,0,low
554,The Ancient Cove ,West Virginia,13,0,medium
555,Vulgar Toad Bar,New Hampshire,13,1,high
556,Thirsty Skull Bar,Virginia,12,0,low
557,The Lush Frog Pub,Pennsylvania,14,2,high
558,Penitent Gate Pub,Texas,15,1,high
559,The Tightfisted Guitar ,Florida,14,2,medium
560,Ritzy Apple Tavern,Federated States of Micronesia,12,1,medium
561,Square Trumpet Inn,Massachusetts,12,2,medium
562,Tense Banjo ,New York,13,0,medium
563,Stereotyped Toad Inn,Wyoming,12,2,medium
564, Fresh Fish Tavern,Arkansas,13,2,high
565,The Unsuitable Pirate Pub,Delaware,13,2,medium
566,The Ad Cave ,Alaska,12,2,medium
567,The Zonked Crossbow Pub,Rhode Island,15,2,high
568,The Lethal Rose Tavern,Colorado,14,1,low
569,The Tightfisted Adventurer Bar,Iowa,12,1,high
570,The Necessary Planet Pub,Nebraska,13,0,low
571,Bent Onion Pub,Tennessee,14,0,low
572,Lucky Banjo Tavern,Rhode Island,14,0,low
573,Graceful Frog ,Kansas,14,0,high
574,The Unique Armadillo Tavern,Utah,14,0,medium
575,The Shaky Lyre Bar,Wyoming,13,0,low
576,Unwieldy Husband Pub,Mississippi,14,1,low
577,The Broken Pizza Inn,Northern Mariana Islands,13,0,high
578,Interesting Badger Tavern,Virgin Island,12,0,low
579,Small Noodle Tavern,Connecticut,13,2,medium
580,The Abrupt Pirate Tavern,Iowa,13,0,high
581,The Different Skull Bar,Connecticut,14,0,high
582,Delicious Garden Bar,Texas,14,1,medium
583,The Groovy Cod Inn,District of Columbia,15,1,medium
584,Parsimonious Skull ,Connecticut,13,2,low
585,Reminiscent Snowman ,Washington,14,1,low
586,The Careless Apple Tavern,Oregon,12,0,medium
587,Giant Pear Bar,Federated States of Micronesia,15,2,medium
588,Wealthy Mole ,Wisconsin,12,0,high
589,The Giant Armadillo Pub,Arkansas,13,0,medium
590,Absurd Captain Tavern,Missouri,12,0,low
591,The Tedious Flower Tavern,Pennsylvania,15,1,high
592,Sharp Pizza ,Alabama,15,1,medium
593,The Goofy Badger Pub,Minnesota,12,0,low
594,The Horrible Apple ,Texas,13,1,high
595,The Boorish Husband Inn,Vermont,14,1,medium
596,Fuzzy  Cave Inn,New Jersey,13,0,medium
597,The Erect Pikachu Bar,Guam,12,2,low
598,The Common Toad Bar,Missouri,14,0,medium
599,Raspy Wife Inn,Virgin Island,14,1,high
600,Elfin Garden Bar,California,15,0,high
601,Oafish Pear Bar,Georgia,15,1,medium
602,The Subsequent Tiger ,North Carolina,14,0,medium
603,Jumbled Toad ,Virgin Island,14,2,high
604,Panicky Onion Bar,New Mexico,15,2,low
605,Maniacal Cove Bar,Indiana,13,2,low
606,Awful Armadillo Bar,Arizona,12,0,high
607,Ad Crossbow Pub,Kansas,15,1,low
608,Gullible Gusty Cod Pub,Idaho,12,0,high
609,The Honorable Snowman ,Alabama,14,2,low
610,The Dusty Apple Tavern,Texas,13,2,medium
611,Moldy Bongo Bar,New Mexico,13,2,high
612,The Pushy Banjo Bar,Arizona,13,0,medium
613,Heartbreaking Moose ,Virginia,12,2,medium
614,The Heartbreaking Fish Pub,Illinois,13,0,medium
615,Tenuous Apple Inn,Florida,14,1,high
616,The Old-Fashioned Captain Pub,Colorado,12,1,low
617,Knotty Captain Tavern,Virgin Island,14,2,high
618,The Elated Guitar Pub,Minnesota,13,1,medium
619,The Minor Captain Inn,Wyoming,15,2,high
620,Obeisant Wife ,Michigan,15,2,medium
621,Fluttering Armadillo Bar,Nevada,12,0,low
622,The Careful Pikachu Bar,Northern Mariana Islands,15,2,medium
623,The Glistening Glorious Pup Bar,California,12,2,medium
624,The Satisfying Noodle Inn,Hawaii,15,1,low
625,The Ad Onion Tavern,Massachusetts,13,0,medium
626,Abundant Pizza ,New York,15,2,medium
627,Fluttering Cave Inn,Federated States of Micronesia,13,1,low
628,Scary Fish Pub,North Dakota,12,0,medium
629,Ashamed Toad Pub,Illinois,15,1,medium
630,The Deafening Wife Inn,Washington,15,1,low
631,The Hesitant Gate Bar,Wyoming,12,1,medium
632,The Outgoing Cod Tavern,Alaska,12,1,low
633,Guarded Lion ,Palau,12,2,medium
634,Various Pikachu Bar,Maine,14,1,high
635,Sudden Pizza Pub,Florida,15,2,medium
636,The Witty Cove Pub,Alabama,14,0,medium
637,Zippy Kitten Pub,South Dakota,15,0,high
638,The Wild Onion ,New York,13,1,medium
639,The Purring Lioness Inn,Alaska,14,1,high
640,The Lame Cake Bar,Puerto Rico,12,0,low
641,Ordinary Frog Tavern,Rhode Island,14,0,medium
642,Homely Pirate Bar,Vermont,13,0,low
643,The Right Pear Bar,Florida,14,1,low
644,Accidental Husband Tavern,South Dakota,12,0,high
645,Dynamic Frog Bar,Texas,15,0,low
646,The Obscene Captain Pub,Indiana,13,0,high
647,The Kindly Kitten Bar,Ohio,15,1,high
648,Drunk Kitten Bar,Ohio,15,2,high
649,Known Husband Pub,New Hampshire,14,2,high
650,The Tested Cod ,Vermont,15,0,medium
651,Lean Banjo Bar,Indiana,13,2,high
652,Wonderful Skull Bar,District of Columbia,14,1,high
653,Spotted Guitar Tavern,Maryland,13,0,high
654,Wistful Fish Bar,Maine,14,2,high
655,The Xenophobic Gate Inn,New Jersey,12,1,medium
656,Rustic Frog ,South Carolina,12,2,medium
657,The False Familiar Famous Onion ,Washington,12,1,low
658,Thoughtless Armadillo Inn,New Hampshire,14,1,low
659,The Murky Pikachu Inn,Rhode Island,15,1,high
660,Productive Armadillo Pub,Nevada,15,2,low
661,Sweet Banjo ,Illinois,15,0,low
662,The Flawless Gate Tavern,Oregon,12,2,medium
663,Outrageous Fish Tavern,Idaho,13,0,medium
664,Psychedelic Cake Tavern,Nebraska,13,0,medium
665,Drab Gate Tavern,Mississippi,13,0,low
666,Versed Planet Bar,North Dakota,12,2,low
667,The Loud Onion Bar,New Mexico,14,2,low
668,The Nutritious Noodle Inn,Hawaii,15,0,high
669,Noiseless Cove Bar,New Mexico,12,2,high
670,The Poor Tiger Bar,Virginia,14,0,medium
671,Glossy Lioness Tavern,District of Columbia,12,1,low
672,The Lamentable Mole Pub,South Carolina,12,2,medium
673,Pleasant Pikachu Inn,Connecticut,12,1,medium
674,Long-Term Crossbow ,Texas,12,1,high
675,The Numerous Cove Bar,South Dakota,15,2,low
676,The Actually Noodle Pub,South Dakota,14,2,low
677,The Glib Lyre Inn,Ohio,14,2,low
678,Sulky Lioness Bar,Illinois,14,1,low
679,Ambiguous Adventurer Tavern,Rhode Island,14,1,low
680,Rainy Onion ,Iowa,14,2,medium
681,Devilish Cove Bar,New Mexico,12,2,high
682,The Nauseating Kitten Bar,Michigan,15,1,low
683,The Normal Flower Bar,West Virginia,15,1,low
684,The Tangy Gorilla ,Puerto Rico,14,2,medium
685,The Industrious Skull Pub,Arizona,15,1,medium
686,The Racial Gate ,Georgia,14,1,high
687,Broad Armadillo Inn,Ohio,14,2,high
688,The  Trumpet Pub,Oklahoma,14,0,medium
689,The Wonderful Noodle ,Nebraska,15,1,low
690,The Tangy Cove Pub,Michigan,15,2,high
691,Nonchalant Adventurer Pub,New Mexico,15,1,low
692,The Damp Onion ,District of Columbia,14,2,high
693,Certain Pikachu Bar,Montana,14,1,high
694,Amazing Crossbow Inn,Connecticut,12,0,high
695,Tame Fish Inn,New Jersey,15,1,low
696,Various Lyre Bar,North Carolina,14,0,low
697,The Gifted Cove Pub,Vermont,15,1,low
698,The Lame Mole Tavern,Oregon,15,2,medium
699,Smooth Cake Pub,District of Columbia,15,1,medium
700,The Frightened Frightening Full Fumbling Functional Gate ,Virgin Island,12,0,low
701,The Broad Lioness Bar,South Dakota,13,1,low
702,Best Gorilla Pub,District of Columbia,13,0,medium
703,Tight Kitten Tavern,Nebraska,12,0,high
704,Cloistered Tiger Inn,New Jersey,13,1,low
705,The Comfortable Wife Pub,Massachusetts,15,1,low
706,The Limping Pup Inn,Nevada,13,2,low
707,Wise Toad Tavern,Texas,12,2,medium
708,The Concerned Crossbow Bar,Massachusetts,12,2,low
709,The Picayune Cove ,Illinois,12,0,medium
710,Gray Greasy Great Lioness Bar,Ohio,14,1,high
711,Unequaled Flower Inn,Washington,14,0,medium
712,The Festive Bongo Bar,Arizona,13,0,low
713,The Smooth Pikachu Bar,Arizona,13,0,low
714,Tidy Elf Bar,Ohio,12,0,medium
715,The Quarrelsome Adventurer Inn,Kentucky,13,0,low
716,Wretched Cave Bar,Connecticut,12,1,low
717,Parallel Cove Inn,Idaho,14,2,high
718,Steady Toad Bar,New Jersey,12,0,low
719,Stimulating Rose Bar,Federated States of Micronesia,15,1,low
720,Cooperative Frog Pub,District of Columbia,13,1,medium
721,Motionless Planet Bar,Arkansas,12,2,high
722,The Alluring Wife Tavern,Delaware,12,0,medium
723,Jazzy Cake Tavern,Northern Mariana Islands,12,1,high
724,Elated Planet Tavern,Nebraska,13,0,medium
725,Abundant Cave Pub,New Jersey,13,0,high
726,Alert Planet Tavern,Indiana,13,1,low
727,Upset Snowman Pub,Puerto Rico,14,2,high
728,The Stormy Captain Pub,New York,13,0,medium
729,The Glistening Glorious Armadillo Inn,Massachusetts,12,0,high
730,The  Flagrant Crossbow Tavern,New Hampshire,12,2,high
731,The Chunky Lyre Bar,Massachusetts,15,2,high
732,The Valuable Badger Tavern,Maryland,12,0,low
733,Arrogant Gorilla Pub,Illinois,12,1,high
734,Amazing Skull Tavern,Palau,13,2,high
735,Moldy Cod ,Vermont,14,2,medium
736,The Old Rose Inn,New Mexico,14,0,low
737,Blue-Eyed Garden Tavern,Arizona,13,2,low
738,The Motionless Tiger Pub,Arizona,12,1,medium
739,The Phobic Guitar Inn,Alaska,12,1,low
740,Infamous Husband Bar,Guam,14,0,medium
741,The Nostalgic Gate ,Illinois,15,1,low
742,The  Five Apple Inn,Minnesota,12,1,low
743,The Wary Garden Tavern,Washington,12,0,medium
744,The Shrill Cod Bar,South Dakota,14,1,medium
745,The Unruly Trumpet Bar,Rhode Island,12,0,high
746,Cheerful Crossbow Inn,New Hampshire,12,2,high
747,The Crabby Cod Bar,Pennsylvania,13,2,high
748,Busy Dog Tavern,Minnesota,15,2,high
749,Future Futuristic Flower Inn,California,14,1,medium
750,Redundant Lyre Tavern,District of Columbia,14,0,medium
751,The Paltry Flower Bar,Ohio,13,2,low
752,Aback Flower Tavern,Oklahoma,12,0,medium
753,The Billowy Wife Pub,Federated States of Micronesia,12,0,low
754,The Callous Dog Tavern,Ohio,14,2,low
755,The Different Badger Bar,Idaho,13,1,high
756,Plant Mole Bar,Illinois,14,2,low
757,The Magical Cake Pub,Mississippi,15,2,high
758,Nutritious Gate ,Indiana,14,1,low
759,Important Lioness Inn,Utah,15,1,low
760,The Tiny Cod Inn,Idaho,15,1,high
761,The Violet Banjo Inn,Maine,13,0,low
762,Tough Skull ,New Hampshire,14,2,low
763,The Impartial Cove Inn,Montana,14,2,medium
764,Madly Rose Pub,Oklahoma,12,1,medium
765,The Devilish Skull Inn,Hawaii,13,1,low
766,The Decorous Adventurer Inn,Guam,14,1,high
767,The Rural Dog Inn,Wyoming,12,2,low
768,Jagged Snowman Bar,Louisiana,14,0,high
769,The Tearful Guitar Inn,Illinois,15,2,low
770,Obsequious Elf Pub,Texas,13,0,high
771,The Responsible Moose Pub,Arizona,13,2,medium
772,The Painstaking Mole Tavern,Mississippi,13,2,medium
773,The Cooing Pear Inn,Tennessee,13,1,medium
774,Disgusted Guitar Pub,Northern Mariana Islands,14,1,medium
775,The Shaggy Pikachu Inn,Georgia,14,2,low
776,Succinct Gate Inn,West Virginia,13,0,high
777,The Sour Tiger Pub,Kansas,12,1,low
778,Enormous Tiger Tavern,Georgia,15,1,high
779,The Charming Lioness Inn,Oregon,15,1,medium
780,The Educated Apple ,Alaska,15,2,low
781,The Inquisitive Rose Inn,Delaware,13,0,medium
782,The Groovy Pikachu Bar,Alabama,14,0,high
783,Sophisticated Bongo Inn,District of Columbia,15,2,medium
784,The Acoustic Noodle ,Montana,12,0,high
785,Strong Tiger ,Missouri,14,2,low
786,The Long Lioness Inn,Alaska,12,2,medium
787,Unsightly Elf Inn,Rhode Island,15,2,medium
788,Little Badger ,Alabama,13,2,low
789,The Decisive Crossbow Tavern,Utah,13,0,high
790,Third Gorilla Inn,Delaware,12,1,high
791,The Outrageous Onion Inn,Louisiana,13,2,medium
792,The Savory Fish Pub,Oregon,14,2,high
793,Pink Pirate Bar,Louisiana,13,2,medium
794,The Profuse Lyre Pub,Marshall Islands,13,0,high
795,The Shaky Captain Inn,New Hampshire,13,2,high
796,The Truthful Cove Inn,Kentucky,13,0,medium
797,The Nippy Guitar Tavern,Puerto Rico,14,1,medium
798,The Dull Garden Bar,Missouri,15,0,low
799,The Graceful Flower Pub,South Carolina,13,2,low
800,Fearful Fearless Cave Tavern,New Hampshire,14,1,high
801,Motionless Wife Tavern,Arkansas,13,1,high
802,Evasive Mole Bar,Utah,14,0,low
803,The Oceanic Onion Bar,Washington,12,0,low
804,The Normal Badger Bar,New Jersey,12,0,low
805,Colossal Cave Bar,New York,15,1,low
806,Descriptive Banjo Tavern,Nevada,13,1,medium
807,Large Pikachu Pub,Alabama,14,1,low
808,The Voiceless Cod Bar,Mississippi,15,1,high
809,The Sparkling Onion ,Northern Mariana Islands,14,0,low
810,The Wicked Lyre Bar,Colorado,12,1,low
811,Impartial Skull Tavern,Palau,15,0,low
812,The Gaudy Badger Inn,Vermont,13,0,high
813,Periodic Fish Pub,Ohio,14,1,medium
814,Educated Cod Inn,New Hampshire,13,0,low
815,Muddled Lion Bar,Nevada,13,0,high
816,The Thin Pizza Pub,Massachusetts,13,1,medium
817,The  Five Moose Tavern,North Dakota,15,0,medium
818,Humorous Garden Inn,Indiana,13,2,low
819,Absent Onion Tavern,Oklahoma,14,2,medium
820,The Economic Pirate Pub,Palau,13,2,high
821,The Icy Frog Inn,South Carolina,12,0,medium
822,Naive Kitten ,Alabama,12,2,low
823,The Mountainous Captain Pub,Florida,14,1,high
824,Sharp Cove ,Colorado,14,2,low
825,The Inexpensive Elf Tavern,American Samoa,14,2,medium
826,The Classy Cave Bar,Texas,15,0,medium
827,Nine Captain Tavern,Georgia,15,0,high
828,The Axiomatic Pirate Bar,Virginia,15,0,high
829,Incompetent Lioness Inn,Indiana,13,0,high
830,Eight Badger Inn,Ohio,13,0,high
831,Sharp Gate Bar,District of Columbia,15,1,high
832,Polite Elf Bar,North Carolina,12,0,high
833,The Giant Snowman Inn,Oklahoma,14,2,low
834,The Silky Pear Inn,Louisiana,14,0,low
835,The Subsequent Planet Inn,Northern Mariana Islands,13,0,high
836,Third Rose Tavern,Northern Mariana Islands,13,1,medium
837,Loose Crossbow Inn,South Carolina,15,0,high
838,Ordinary Pikachu Tavern,New Hampshire,13,0,medium
839,Wary Rose Inn,North Carolina,13,1,high
840,Puzzling Cave ,Michigan,13,2,low
841,The Striped Lyre Tavern,Michigan,12,2,low
842,Worthless Dog Inn,Wyoming,14,1,medium
843,Bewildered Crossbow Inn,Maine,12,2,medium
844,The Imminent Gate Inn,Pennsylvania,13,1,medium
845,Slippery Gorilla Inn,Nebraska,12,0,medium
846,Parallel Pear ,Northern Mariana Islands,12,0,low
847,The Complete Trumpet ,Virginia,12,1,high
848,The Resolute Gate Bar,Louisiana,13,0,high
849,Faded Guitar Bar,Arkansas,15,1,high
850,Slippery Tiger Tavern,Hawaii,14,0,medium
851,Colorful Cake Inn,Nevada,15,2,high
852,Polite Dog Pub,Oregon,15,1,medium
853,The Knowing Adventurer Bar,Marshall Islands,15,2,medium
854,Volatile Snowman Tavern,Tennessee,15,1,low
855,The Wrong Bongo ,Illinois,13,0,high
856,Clever Frog Tavern,South Carolina,14,2,medium
857,The Yummy Armadillo Bar,Oklahoma,12,0,low
858,Spiteful Rose Pub,Colorado,14,1,high
859,The Even Excellent Excited Cave ,Oklahoma,15,2,low
860,Blue-Eyed Snowman Inn,Montana,12,2,low
861,The  Flippant Pear Inn,New York,13,1,low
862,Tame Frog Pub,Minnesota,13,2,medium
863,The Decisive Planet Bar,Guam,12,0,high
864,The Prickly Snowman Pub,Arkansas,14,2,high
865,Wrathful Mole Inn,Guam,14,2,medium
866,Selfish Apple Pub,Nebraska,12,1,high
867,The Ambiguous Rose Tavern,North Dakota,13,0,high
868,The Understood Captain Pub,South Dakota,12,2,low
869,The Acidic Elf ,Illinois,13,0,low
870,The Glamorous Badger ,Colorado,15,1,high
871,The Dependent Pirate ,Montana,12,1,high
872,Vulgar Noodle Bar,Maine,13,1,low
873,The Jaded Cave Tavern,Vermont,12,2,medium
874,The Clean Cod Bar,Indiana,12,1,high
875,Elderly Bongo Bar,Idaho,12,0,medium
876,Sweet Pup Tavern,New York,12,2,medium
877,Waiting Badger Tavern,New York,12,1,medium
878,Stingy Armadillo Inn,Iowa,12,1,low
879,The Graceful Wife ,Nebraska,15,1,high
880,The Thinkable Guitar ,Mississippi,14,1,low
881,The Cloistered Pup Tavern,Kansas,13,1,high
882,The White Crossbow Tavern,Wyoming,15,2,low
883,Overwrought Gate Inn,Georgia,13,1,high
884,The Economic Pikachu Tavern,Georgia,13,2,low
885,The Fearful Fearless Skull ,American Samoa,14,2,low
886,Glossy Onion Tavern,Massachusetts,13,0,low
887,The Silent Dog ,Puerto Rico,12,0,low
888,Tasteful Mole ,South Carolina,15,1,high
889,Clever Pup Bar,South Carolina,12,1,low
890,Miscreant Elf ,Alaska,13,1,medium
891,Pointless Toad Tavern,South Carolina,12,2,low
892,Sad Cod ,Arizona,15,2,low
893,The Stimulating Husband Inn,Virgin Island,13,1,low
894,Lively Moose Pub,Wyoming,13,0,high
895,Shrill Toad Bar,Colorado,15,2,high
896,Easy Gorilla Inn,Louisiana,14,2,high
897,Raspy Fish ,Indiana,12,1,medium
898,The Puzzled Pup Bar,Kansas,14,1,medium
899,New Armadillo ,Puerto Rico,14,1,medium
900,The Accessible Trumpet Bar,Utah,14,0,high
901,Equal Apple ,Montana,14,2,medium
902,The Sable Fish Bar,Florida,14,0,medium
903,The Puffy Wife Tavern,Washington,14,2,low
904,The Annoyed Pikachu Tavern,South Dakota,14,1,low
905,Careless Fish Tavern,Vermont,13,1,low
906,The Changeable Mole Pub,South Dakota,14,1,high
907,Rapid Adventurer Pub,Arkansas,14,2,medium
908,The Ahead Planet Inn,West Virginia,12,2,medium
909,The Gaping Lyre Tavern,Maine,12,1,low
910,The Abrasive Fish Tavern,Pennsylvania,14,0,high
911,Marvelous Wife Tavern,Connecticut,15,0,medium
912,The Sleepy Noodle Bar,Texas,13,2,medium
913,Jolly Flower Pub,Palau,15,1,medium
914,Productive Mole Pub,Kentucky,15,1,high
915,The Addicted Gorilla Inn,New York,14,0,high
916,The Lackadaisical Badger Inn,Puerto Rico,13,0,high
917,The Standing Pizza Inn,California,15,2,medium
918,The Dizzy Noodle Tavern,North Dakota,15,1,high
919,The Rude Lyre ,Wyoming,14,1,low
920,Depressed Fish ,North Dakota,15,1,medium
921,The Macho Trumpet Inn,Rhode Island,12,2,high
922,The Trashy Moose ,Minnesota,14,0,medium
923,Permissible Onion Pub,Georgia,15,0,high
924,The Guiltless Elf Tavern,Pennsylvania,14,0,medium
925,The Puzzled Adventurer Bar,Minnesota,12,2,low
926,The Private Pup Bar,Washington,12,2,medium
927,The Secret Cod Pub,Northern Mariana Islands,15,0,low
928,The Hateful Wife Bar,Arizona,15,0,low
929,Meek Tiger Tavern,Northern Mariana Islands,13,0,low
930,Calm Dog Inn,Minnesota,13,1,high
931,Wet Flower ,Northern Mariana Islands,15,1,low
932,The Cute Flower Inn,Puerto Rico,14,2,low
933,Various Lyre Inn,Oklahoma,13,2,high
934,The Energetic Husband Bar,Arkansas,12,2,high
935,The Guiltless Cake Pub,Delaware,12,1,low
936,Annoyed Armadillo Tavern,District of Columbia,12,1,medium
937,Lush Toad Tavern,Iowa,14,0,low
938,The Mere Dog Pub,West Virginia,14,2,low
939,The Testy Gate Inn,Arkansas,12,0,low
940,The Righteous Trumpet Inn,Nebraska,15,2,low
941,Nice Badger ,Delaware,15,1,high
942,The Nice Badger Tavern,Kentucky,12,0,high
943,Limping Planet Tavern,New York,15,1,high
944,Political Gate Inn,North Dakota,13,0,low
945,Forgetful Armadillo Inn,Massachusetts,13,1,low
946,Outgoing Banjo Pub,Arizona,14,0,medium
947,The Equal Frog Inn,Hawaii,13,0,high
948,Superb Lyre Pub,New York,13,2,high
949,The Sour Crossbow Bar,Puerto Rico,12,1,medium
950,Unbiased Captain Inn,Northern Mariana Islands,15,1,medium
951,Jazzy Onion Bar,Utah,15,0,high
952,The Rainy Bongo Pub,Delaware,14,0,high
953,The Halting Crossbow ,Kentucky,13,0,low
954,Bored Captain Pub,Connecticut,15,1,medium
955,Spiteful Mole Inn,Georgia,13,1,medium
956,Flaky Tiger Pub,Marshall Islands,12,1,high
957,Unsightly Pizza Inn,Guam,15,1,medium
958,Loose Adventurer ,New Hampshire,14,2,high
959,Outgoing Pup Inn,Northern Mariana Islands,15,2,medium
960,The Last Pikachu Tavern,Maryland,15,0,medium
961,The Highfalutin Trumpet Pub,Colorado,14,0,medium
962,The Second-Hand Pup Inn,Colorado,12,2,low
963,Past Fish ,Federated States of Micronesia,12,0,high
964,Tasteful Planet Inn,Delaware,15,1,medium
965,The Xenophobic Badger Pub,Wisconsin,13,1,low
966,Absent Skull Pub,Mississippi,13,2,low
967,The Violet Banjo ,New Mexico,15,0,low
968,The Chunky Planet ,Nevada,15,2,high
969,Well-Groomed Lion Inn,Florida,12,1,low
970,Internal Tiger ,Louisiana,12,2,medium
971,The Plastic Tiger Bar,Pennsylvania,12,0,high
972,The Lackadaisical Lion Pub,Rhode Island,15,2,medium
973,The Frantic Guitar Pub,Kentucky,14,0,high
974,Penitent Pikachu Pub,Arkansas,12,1,high
975,The Perfect Planet Pub,American Samoa,14,1,medium
976,The Naughty Toad Bar,Minnesota,15,2,low
977,Half Trumpet Inn,Rhode Island,12,2,low
978,The Hoc Cave Bar,Maine,14,1,medium
979,The Slimy Adventurer Bar,West Virginia,14,0,medium
980,Right Pizza Inn,Georgia,14,1,low
981,The Gainful Elf Bar,Nebraska,14,2,low
982,Sticky Onion ,Alabama,13,2,medium
983,Entertaining Cove Pub,Maryland,14,1,high
984,Few Fierce Elf Inn,Wisconsin,12,1,high
985,The Noxious Moose Inn,Federated States of Micronesia,15,1,high
986,The Offbeat Mole Pub,North Dakota,14,1,medium
987,Youthful Dog Pub,Texas,13,2,high
988,The Parched Mole Tavern,New York,12,1,high
989,The Recondite Cake Inn,Connecticut,13,2,low
990,The Creepy Toad ,Pennsylvania,13,2,low
991,Unkempt Trumpet Pub,Alaska,15,1,high
992,The Xenophobic Tiger Inn,Northern Mariana Islands,15,2,low
993,Necessary Gorilla Inn,Northern Mariana Islands,15,0,high
994,Sable Garden Bar,Maine,13,1,medium
995,The Tender Tense Husband Inn,Delaware,13,2,low
996,The Unable Onion Pub,North Carolina,14,0,medium
997,The Obtainable Trumpet Pub,New Mexico,14,2,high
998,Festive Trumpet Bar,South Carolina,15,1,low
999,Untidy Rose Pub,Maine,14,2,high
